title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
Eaten up,https://www.theguardian.com/environment/2008/jul/29/food.climatechange,The Guardian,28-07-2008,23:01:00,drought,neutral,0.164257556,England,London,51.5074456,-0.1277653
Butterflies at record low after wet summer,https://www.theguardian.com/environment/2008/apr/24/conservation.wildlife,The Guardian,24-04-2008,11:36:24,drought,negative,0.189035917,England,London,51.5074,-0.1278
Aluminium's rubbish recycling rate,https://www.theguardian.com/environment/ethicallivingblog/2008/feb/22/aluminiumsrubbishrecyclingr,The Guardian,22-02-2008,00:00:03,drought,positive,0.251256281,England,London,51.5074,-0.1278
Brown to intervene to combat high prices and shortages,https://www.theguardian.com/environment/2008/may/31/food.gordonbrown,The Guardian,30-05-2008,23:01:00,drought,negative,0.176366843,England,London,51.5074,-0.1278
Foraging for mushrooms on an edible fungi course,https://www.theguardian.com/environment/2008/oct/02/ethicalliving.foodanddrink,The Guardian,01-10-2008,23:01:00,drought,positive,0.097560976,Wales,Wales,52.2928116,-3.73893
Is water the new oil? Juliette Jowit investigates,https://www.theguardian.com/environment/2008/nov/02/water,The Guardian,02-11-2008,00:01:00,drought,positive,0.088593577,England,Hampshire,51.0449814,-1.2433133
New government measures may lead to compulsory water metering,https://www.theguardian.com/environment/2008/feb/07/water.politics,The Guardian,07-02-2008,16:22:19,drought,positive,0.235849057,England,London,51.5074,-0.1278
Q&A: GM crops,https://www.theguardian.com/environment/2007/jul/26/gmcrops,The Guardian,22-05-2008,23:05:00,drought,positive,0.128205128,England,Cambridge,52.2055314,0.1186637
"Glaciers melt 'at fastest rate in past 5,000 years'",https://www.theguardian.com/environment/2008/mar/16/glaciers.climatechange1,The Guardian,16-03-2008,09:11:05,drought,negative,0.203252033,England,London,51.5074,-0.1278
Focus: Hunger. Strikes. Riots. The food crisis bites,https://www.theguardian.com/environment/2008/apr/13/food.climatechange,The Guardian,12-04-2008,23:08:30,drought,negative,0.161550889,Wales,Wales,52.2928116,-3.73893
FAQ: The five factors that are driving up costs,https://www.theguardian.com/environment/2008/may/27/food.internationalaidanddevelopment1,The Guardian,26-05-2008,23:01:00,drought,neutral,0.216684724,England,London,51.5074,-0.1278
"Worldwide increase in GM crops, report shows",https://www.theguardian.com/environment/2008/feb/13/gmcrops.food,The Guardian,13-02-2008,17:26:46,drought,positive,0.127877238,England,London,51.5074,-0.1278
John Vidal assesses the eco-credentials of London's mayoral candidates,https://www.theguardian.com/environment/2008/apr/09/climatechange.travelandtransport,The Guardian,09-04-2008,08:22:48,drought,positive,0.065789474,England,London,51.5074456,-0.1277653
Drop the shops: Samantha Weinberg on her year without shopping,https://www.theguardian.com/environment/2008/oct/19/credit-card-crunch-budget,The Guardian,18-10-2008,23:01:00,drought,positive,0.025188917,England,Wiltshire,51.25,-1.916667
Lost horizons: Plans for a new reservoir to meet demand from the rapidly rising population of south-east England,https://www.theguardian.com/environment/2008/feb/27/water.conservation,The Guardian,27-02-2008,00:19:03,drought,neutral,0.111296605,England,Brighton,50.8214626,-0.1400561
Working flat out - the child labour behind your Egyptian cotton sheets,https://www.theguardian.com/society/2008/jun/08/childprotection.humanrights,The Guardian,07-06-2008,23:01:46,drought,neutral,0.02753304,England,London,51.5074456,-0.1277653
"Climate change soon could kill thousands in UK, says report",https://www.theguardian.com/politics/2008/feb/12/greenpolitics.health,The Guardian,12-02-2008,16:35:26,heatwave,negative,0.904977376,England,east of England,52.2199774,0.4875777
Green worker: Dressing down,https://www.theguardian.com/environment/2008/jul/07/ethicalliving.workandcareers,The Guardian,06-07-2008,23:01:00,heatwave,positive,0.257731959,England,London,51.5074,-0.1278
Should you dress down to beat the heat?,https://www.theguardian.com/environment/ethicallivingblog/2008/jul/07/tsutomuhatawasaheadof,The Guardian,07-07-2008,08:17:41,heatwave,positive,0.180505415,England,London,51.5074,-0.1278
Flood-hit Cumbria braces for more rain,https://www.theguardian.com/environment/2009/nov/21/cumbria-floods-more-rain-barker,The Guardian,21-11-2009,15:36:00,flood,negative,1,Scotland,Scotland,56.7861112,-4.1140518
International seabed territory claims flood in to UN,https://www.theguardian.com/environment/2009/may/11/oil-un-seabed,The Guardian,11-05-2009,10:06:33,flood,positive,0.196463654,Scotland,Scotland,56.7861112,-4.1140518
Flooding claims second victim as emergency supplies sent in,https://www.theguardian.com/environment/2009/nov/23/flooding-emergency-supplies-cumbria,The Guardian,23-11-2009,00:42:00,flood,neutral,0.868486352,Wales,Wales,52.2928116,-3.73893
Clean coal cash and protection for Antarctica expected in Queen's speech,https://www.theguardian.com/environment/2009/nov/17/queens-speech-parliament,The Guardian,17-11-2009,16:46:39,flood,positive,1,Scotland,Edinburgh,55.9533456,-3.1883749
"75 years after the UK's first cycle lane opened, the same debates rage on",https://www.theguardian.com/environment/green-living-blog/2009/dec/14/cycling-ethical-living,The Guardian,14-12-2009,06:00:01,flood,neutral,0.120048019,England,London,51.5074456,-0.1277653
Two major UK wildlife surveys launched this week,https://www.theguardian.com/environment/2009/apr/03/wildlife-surveys-rspb-birdwatching,The Guardian,02-04-2009,23:06:42,flood,neutral,0.276243094,England,London,51.5074456,-0.1277653
Gorillaz artist journeys to Bangladesh to document climate impacts,https://www.theguardian.com/environment/2009/oct/16/jamie-hewlett-flooding-global-warming-bangladesh,The Guardian,15-10-2009,23:05:11,flood,neutral,0.849617672,England,London,51.5074456,-0.1277653
"Malaria, freak storms and great white sharks: what may lie ahead for the UK",https://www.theguardian.com/environment/2009/jun/18/climate-change-scienceofclimatechange,The Guardian,18-06-2009,16:38:42,flood,neutral,0.508474576,England,London,51.5074456,-0.1277653
Brown pledges £1m relief package as he pays tribute to 'heroic' policeman Bill Barker,https://www.theguardian.com/environment/2009/nov/22/cumbria-flood-cockermouth-relief,The Guardian,22-11-2009,00:05:32,flood,negative,1,Scotland,Scotland,56.7861112,-4.1140518
How will climate change affect Britain's crops?,https://www.theguardian.com/lifeandstyle/2009/oct/11/climate-change-britain-crops,The Guardian,10-10-2009,23:05:14,flood,positive,0.359066427,England,Devon,50.7241405,-3.6607788
Competition: Share your tips for reducing UK's clothes mountain,https://www.theguardian.com/environment/green-living-blog/2009/sep/14/recycling-clothing-waste-competition,The Guardian,14-09-2009,16:01:09,flood,neutral,0.078125,England,London,51.5074456,-0.1277653
Five million at risk of flooding to benefit from early warning forecast centre,https://www.theguardian.com/environment/2009/apr/21/flooding-forecasting,The Guardian,21-04-2009,14:57:45,flood,positive,1,Wales,Wales,52.2928116,-3.73893
"Urgent checks on Cumbria's 1,800 bridges as more downpours forecast",https://www.theguardian.com/environment/2009/nov/22/cumbria-flooding-bridges-rescue,The Guardian,22-11-2009,16:26:00,flood,neutral,0.581959263,England,South Wales,51.6808582,-3.1305139
Q&A: Renewable energy,https://www.theguardian.com/environment/2009/jul/16/renewable-energy,The Guardian,16-07-2009,14:13:25,flood,positive,0.161290323,England,Bristol,51.4538022,-2.5972985
Eco Soundings: February 18 2009,https://www.theguardian.com/environment/2009/feb/18/environment-eco-soundings,The Guardian,18-02-2009,00:01:00,flood,positive,0.409836066,England,Kent,51.2070748,0.7210362
Copenhagen climate protesters rally,https://www.theguardian.com/environment/2009/dec/12/copenhagen-demonstrators-rally-global-deal,The Guardian,12-12-2009,16:58:11,flood,neutral,0.141843972,England,London,51.5074456,-0.1277653
Signs of change in the Himalayas as Copenhagen summit begins,https://www.theguardian.com/environment/2009/dec/06/copenhagen-climate-change-himalayas,The Guardian,06-12-2009,21:58:45,flood,neutral,0.481798715,England,London,51.5074,-0.1278
"Severn tidal power scheme should not go ahead, warns Environment Agency",https://www.theguardian.com/environment/2009/jul/17/severn-tidal-environment-agency,The Guardian,17-07-2009,14:01:13,flood,positive,0.278551532,Wales,Wales,52.2928116,-3.73893
"Britain should prepare for massive loss of landmass, warn engineers",https://www.theguardian.com/environment/2009/feb/13/climate-change,The Guardian,13-02-2009,00:05:12,flood,positive,0.31201248,England,London,51.5074456,-0.1277653
UK government unveils five projects on Severn tidal power shortlist,https://www.theguardian.com/environment/2009/jan/26/severn-barrage-tidal,The Guardian,26-01-2009,11:42:00,flood,positive,0.207900208,England,Bristol,51.4538022,-2.5972985
Copenhagen summit: How climate change will shape these lives,https://www.theguardian.com/environment/2009/dec/06/copenhagen-climate-change-lives-babies,The Guardian,06-12-2009,00:05:27,flood,neutral,0.071890726,England,London,51.5074456,-0.1277653
Bibi van der Zee: Activists act on Sea Shepherd warning and sink the whalers,https://www.theguardian.com/environment/blog/2009/may/06/whale-conservation,The Guardian,06-05-2009,16:34:47,flood,neutral,0.194931774,England,London,51.5074,-0.1278
Heatwave prompts surge in massive basking sharks off British shores,https://www.theguardian.com/environment/2009/jul/05/basking-sharks-cornwall-zooplankton,The Guardian,04-07-2009,23:01:00,flood,neutral,0.140646976,Wales,Wales,52.2928116,-3.73893
Casper ter Kuile on Power Shift  - a booming global youth climate movement comes of age,https://www.theguardian.com/environment/blog/2009/feb/20/coal-protest-power-shift,The Guardian,20-02-2009,11:20:38,flood,positive,0.193423598,England,York,53.9656578,-1.0743052
Wild beavers return to British waters for first time in 200 years,https://www.theguardian.com/environment/2009/may/29/beavers-lochs-scotland-endangered-species,The Guardian,28-05-2009,23:05:04,flood,neutral,0.455235205,England,Devon,50.7241405,-3.6607788
Competition: Share your tips on how to reduce food waste,https://www.theguardian.com/environment/green-living-blog/2009/sep/08/food-waste-competition,The Guardian,08-09-2009,16:07:57,flood,neutral,0.081366965,England,London,51.5074456,-0.1277653
"It's not unreasonable for us to ask how today's sacrifices will meet tomorrow's climate change goals, says Myles Allen",https://www.theguardian.com/environment/cif-green/2009/apr/29/climate-change-research-myles-allen,The Guardian,29-04-2009,17:02:00,flood,neutral,0.125470514,England,Oxford,51.7520131,-1.2578499
New wetlands may clean up rivers and lochs,https://www.theguardian.com/environment/2009/jan/11/scotland-water-pollution-environment,The Guardian,11-01-2009,00:01:00,flood,neutral,0.331125828,Scotland,Scotland,56.7861112,-4.1140518
Credit-crunch economics cause clean-tech projects to be abandoned,https://www.theguardian.com/business/2009/jan/01/green-revolution-slows,The Guardian,01-01-2009,14:40:38,flood,positive,0.128040973,England,London,51.5074456,-0.1277653
Lifting the lid on climate change talks,https://www.theguardian.com/environment/2009/nov/07/climate-change-talks-2009,The Guardian,07-11-2009,00:10:12,flood,positive,0.048111619,England,London,51.5074456,-0.1277653
Earthwatch Institute debate: how can we stop the drought crisis?,https://www.theguardian.com/environment/2009/nov/17/earthwatch-institute-drought,The Guardian,17-11-2009,07:00:01,drought,positive,0.275229358,England,Oxford,51.7520131,-1.2578499
"Climate change will devastate Africa, top UK scientist warns",https://www.theguardian.com/environment/2009/oct/28/africa-climate-change-sir-gordon-conway,The Guardian,28-10-2009,17:41:54,drought,neutral,1,England,London,51.5074456,-0.1277653
Climate scientists warn of wild weather in the year ahead as El Nino begins,https://www.theguardian.com/environment/2009/jul/13/el-nino-climate-change,The Guardian,13-07-2009,15:30:35,drought,negative,1,England,north west,52.9559076,-1.1557387
UK to spend £100m on supporting GM crops for world's poor,https://www.theguardian.com/environment/2009/jul/19/gm-crops-aid-uk-funding,The Guardian,19-07-2009,18:51:54,drought,positive,0.331125828,England,London,51.5074,-0.1278
Sand dams voted best solution in water crisis debate,https://www.theguardian.com/environment/2009/nov/20/sand-dams-water-crisis,The Guardian,20-11-2009,12:33:02,drought,positive,0.524934383,England,London,51.5074456,-0.1277653
It looks like El Nino is back  what will it mean for our weather?,https://www.theguardian.com/theguardian/2009/jul/14/el-nino-weather-warning-hurricane,The Guardian,13-07-2009,23:05:18,drought,neutral,0.581395349,England,London,51.5074,-0.1278
Met Office figures confirm noughties as warmest decade in recorded history,https://www.theguardian.com/environment/2009/dec/08/met-office-warmest-decade,The Guardian,08-12-2009,17:04:00,drought,neutral,0.273224044,England,London,51.5074456,-0.1277653
China ready for post-Kyoto deal on climate change,https://www.theguardian.com/environment/2009/may/06/china-seeks-climate-change-deal,The Guardian,06-05-2009,17:52:35,drought,positive,0.116414435,England,London,51.5074,-0.1278
"Wild weather in the year ahead, scientists predict",https://www.theguardian.com/world/2009/jul/12/weather-el-nino-climate-change-environment,The Guardian,11-07-2009,23:01:00,drought,negative,0.755667506,England,London,51.5074,-0.1278
RSPB Big Garden Birdwatch: Mild winters boost long-tailed tit numbers,https://www.theguardian.com/environment/2009/mar/25/big-garden-birdwatch-long-tailed-tit,The Guardian,25-03-2009,00:05:05,drought,neutral,0.126903553,England,Durham,54.666667,-1.75
Gold giant faces Honduras inquiry into alleged heavy metal pollution,https://www.theguardian.com/environment/2009/dec/31/goldcorp-honduras-pollution-allegations,The Guardian,31-12-2009,12:09:31,drought,neutral,0.099403579,England,Newcastle,54.9738474,-1.6131572
Climate change explained - the impact of temperature rises,https://www.theguardian.com/environment/2009/apr/14/climate-change-environment-temperature,The Guardian,13-04-2009,23:01:00,drought,neutral,0.579150579,England,London,51.5074,-0.1278
Britain's green revolution will power economic recovery | Gordon Brown,https://www.theguardian.com/environment/2009/jul/12/ecotowns-green-revolution-climate-change-gordon-brown,The Guardian,11-07-2009,23:01:00,drought,positive,0.118623962,England,London,51.5074,-0.1278
"Amazon could shrink by 85% due to climate change, scientists say",https://www.theguardian.com/environment/2009/mar/11/amazon-global-warming-trees,The Guardian,11-03-2009,14:34:10,drought,positive,0.276243094,England,Exeter,50.7256138,-3.5269209
"Fit every home with water meter by 2020, says Environment Agency",https://www.theguardian.com/environment/2009/mar/30/water-meters-homes-envirnoment-agency,The Guardian,29-03-2009,23:05:04,drought,positive,0.16286645,Wales,Wales,52.2928116,-3.73893
Lucy Siegle on whether buying fair trade is a waste of money,https://www.theguardian.com/environment/2009/feb/22/fair-trade-ethical-living,The Guardian,22-02-2009,00:01:00,drought,positive,0.200803213,England,Manchester,53.4794892,-2.2451148
"Migrating birds face longer journeys due to climate change, experts warn",https://www.theguardian.com/environment/2009/apr/15/migrating-birds-climate-change,The Guardian,14-04-2009,23:05:07,drought,neutral,0.159235669,England,Durham,54.666667,-1.75
"Olive oil is good for you, and the planet ... Isn't it?",https://www.theguardian.com/environment/2009/jan/04/green-oil-olive-british-rapeseed,The Guardian,04-01-2009,00:01:00,drought,positive,0.203665988,England,London,51.5074,-0.1278
Copenhagen conference: The countries to watch,https://www.theguardian.com/environment/2009/nov/30/countries-to-watch,The Guardian,30-11-2009,03:00:00,drought,positive,0.048100048,England,London,51.5074,-0.1278
Jonathon Harrington: Why I planted genetically modified maize on my Welsh farm,https://www.theguardian.com/environment/2009/jan/28/gm-wales-jonathon-harrington,The Guardian,28-01-2009,14:11:58,drought,negative,0.119047619,Wales,Wales,52.2928116,-3.73893
South Korea lights the way on carbon emissions with its £23bn green deal,https://www.theguardian.com/environment/2009/apr/21/south-korea-enviroment-carbon-emissions,The Guardian,20-04-2009,23:01:00,drought,positive,0.060422961,England,London,51.5074,-0.1278
Have the climate change deniers abandoned us during the heatwave? | George Monbiot,https://www.theguardian.com/environment/georgemonbiot/2009/jun/29/climate-change-scepticism-heatwave,The Guardian,30-06-2009,09:46:21,heatwave,neutral,0.819672131,England,London,51.5074,-0.1278
John Vidal: The environment in the decade of climate change,https://www.theguardian.com/environment/2009/oct/17/environment-decade-climate-change-vidal,The Guardian,16-10-2009,23:59:06,heatwave,neutral,0.245700246,England,York,53.9656578,-1.0743052
Scientists polled at Copenhagen climate conference fear worst on global warming,https://www.theguardian.com/environment/2009/apr/14/scientists-global-warming-conference-poll,The Guardian,13-04-2009,23:01:00,heatwave,neutral,0.147710487,England,London,51.5074456,-0.1277653
Reader responses to the Guardian climate change leader project,https://www.theguardian.com/environment/2009/dec/14/reader-responses-guardian-leader,The Guardian,14-12-2009,07:00:07,heatwave,positive,0.050530571,England,reading,51.4514953,-0.9836342
Carbon Positive: a chance to protect children affected by climate change | Paddy Ashdown,https://www.theguardian.com/environment/cif-green/2010/apr/08/carbon-positive-children,The Guardian,08-04-2010,07:00:02,cyclone,positive,0.124533001,England,London,51.5074,-0.1278
UK flood defence cuts leave 5m vulnerable homes 'at risk',https://www.theguardian.com/environment/2010/dec/22/uk-flood-defence-cuts-risk,The Guardian,22-12-2010,06:00:31,flood,neutral,1,England,Yorkshire,53.9825271,-1.38525
Flood defence budgets: not waving but drowning | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2010/dec/09/flooding-defences-budget-cuts,The Guardian,09-12-2010,15:42:50,flood,neutral,1,England,Worcester,52.1911849,-2.2206585
Poor flood defences 'threaten England's food supplies',https://www.theguardian.com/environment/2010/dec/16/flood-defences-england-food,The Guardian,16-12-2010,10:53:27,flood,negative,1,England,Lincolnshire,53.1823034,-0.2031209
Canc√∫n climate talks are vital to the UK | Caroline Spelman,https://www.theguardian.com/environment/cif-green/2010/dec/01/cancun-climate-talks-caroline-spelman,The Guardian,01-12-2010,09:00:02,flood,positive,0.968188105,England,London,51.5074,-0.1278
"UK poorly prepared for impact of global warming, climate watchdog warns",https://www.theguardian.com/environment/2010/sep/16/uk-climate-impacts,The Guardian,16-09-2010,06:00:48,flood,positive,0.620347395,England,London,51.5074456,-0.1277653
Cost of UK flood protection doubles to £1bn a year,https://www.theguardian.com/environment/2010/jan/29/cost-of-uk-flood-protection,The Guardian,29-01-2010,17:30:11,flood,neutral,1,England,London,51.5074,-0.1278
"Green light: Flooding risk, forests for sale and online birdsong guide",https://www.theguardian.com/environment/2010/dec/22/green-light,The Guardian,22-12-2010,15:03:50,flood,positive,0.735294118,England,London,51.5074,-0.1278
Rising wheat prices raise fears over UK commitment to biofuels,https://www.theguardian.com/environment/2010/sep/05/wheat-price-fears-over-biofuels,The Guardian,04-09-2010,23:07:01,flood,neutral,0.171232877,England,Hull,53.7435722,-0.3394758
"UK's infrastructure will struggle to cope with climate change, report warns",https://www.theguardian.com/environment/2010/dec/23/uk-infrastructure-climate-change,The Guardian,23-12-2010,10:40:48,flood,negative,0.496277916,England,Yorkshire,53.9825271,-1.38525
Gardens need our protection  now and in the years to come | Caroline Spelman,https://www.theguardian.com/environment/blog/2010/aug/05/garden-protection-piece-by-piece,The Guardian,05-08-2010,16:21:20,flood,positive,0.36101083,England,London,51.5074456,-0.1277653
Afghanistan and African nations at greatest risk from world food shortages,https://www.theguardian.com/environment/2010/aug/19/food-shortages-afghanistan-africa-pakistan-russia,The Guardian,19-08-2010,06:01:23,flood,negative,0.537634409,England,London,51.5074,-0.1278
Network Rail study to assess impact of climate change,https://www.theguardian.com/environment/2010/jul/01/network-rail-study-climate-change,The Guardian,01-07-2010,17:53:50,flood,neutral,1,Scotland,Scotland,56.7861112,-4.1140518
Green services face axe in coalition savings plan,https://www.theguardian.com/environment/2010/may/25/green-services-coalition-budget-cuts,The Guardian,25-05-2010,13:39:04,flood,positive,0.122850123,England,London,51.5074,-0.1278
Why environmentalism is a conservative concern | Paul Foote,https://www.theguardian.com/environment/cif-green/2010/nov/11/environmentalism-conservative,The Guardian,11-11-2010,13:47:42,flood,positive,0.112107623,England,London,51.5074,-0.1278
How will the spending review affect the environment? | Damian Carrington,https://www.theguardian.com/environment/2010/oct/20/spending-review-environment,The Guardian,20-10-2010,16:00:01,flood,positive,0.096525097,England,London,51.5074,-0.1278
High-speed rail line threatens quiet life of historic Ladbroke's villagers,https://www.theguardian.com/environment/2010/aug/01/ladbroke-hs2-conservation-railway,The Guardian,31-07-2010,23:06:22,flood,negative,0.096432015,England,Coventry,52.4081812,-1.510477
Plan to sell off nature reserves risks 'austerity countryside',https://www.theguardian.com/politics/2010/aug/13/plan-sell-nature-reserves-austerity-countryside,The Guardian,13-08-2010,22:08:00,flood,positive,0.173010381,Scotland,Scotland,56.7861112,-4.1140518
Think twice about visiting Canada until it abandons tar sands destruction | Kenny Bruno,https://www.theguardian.com/environment/cif-green/2010/aug/18/canada-tar-sands-rethink-alberta,The Guardian,18-08-2010,11:15:35,flood,neutral,0.157480315,Scotland,Scotland,56.7861112,-4.1140518
Badger cull plans for England unveiled,https://www.theguardian.com/environment/2010/sep/15/badger-cull-england-jim-paice,The Guardian,15-09-2010,14:39:00,flood,neutral,0.103626943,Wales,Wales,52.2928116,-3.73893
Accounting rules could force businesses to disclose environmental impact,https://www.theguardian.com/environment/2010/jul/13/accounting-business-environmental-impact,The Guardian,13-07-2010,06:00:14,flood,negative,0.117924528,England,London,51.5074456,-0.1277653
"More than two extinct species a year in England, report reveals",https://www.theguardian.com/environment/2010/mar/11/extinct-species-england,The Guardian,11-03-2010,00:05:04,flood,negative,0.112739572,England,York,53.9656578,-1.0743052
'Big business needs biodiversity' says UN,https://www.theguardian.com/environment/2010/jul/12/soulless-corporations-hurt-environment-pavan-sukhdev,The Guardian,11-07-2010,23:05:11,flood,negative,0.133155792,England,London,51.5074456,-0.1277653
New congestion charge plans 'will make London pollution worse',https://www.theguardian.com/environment/2010/jul/15/london-congestion-charge-change,The Guardian,15-07-2010,05:00:06,flood,negative,0.100300903,England,London,51.5074456,-0.1277653
Paradise found: Water and life return to Iraq's 'Garden of Eden',https://www.theguardian.com/world/2010/jul/09/iraq-marshes-reborn,The Guardian,09-07-2010,17:26:37,flood,neutral,0.248756219,England,Norfolk,52.666667,1
Name a species competition terms and conditions,https://www.theguardian.com/environment/2010/jun/25/name-a-species-terms-and-conditions,The Guardian,25-06-2010,08:00:00,flood,negative,0.12180268,England,London,51.5074456,-0.1277653
Government review to examine threat of world resources shortage,https://www.theguardian.com/politics/2010/may/31/world-resources-shortage-threat-review,The Guardian,31-05-2010,13:40:51,flood,negative,0.116550117,England,reading,51.4514953,-0.9836342
"Green light: Truth behind climate emails, Prius recall and early springs",https://www.theguardian.com/environment/2010/feb/10/1,The Guardian,10-02-2010,13:07:22,flood,negative,0.176678445,England,London,51.5074,-0.1278
The 'waterless' washing machine that could save you money,https://www.theguardian.com/environment/2010/mar/09/xeros-washing-machine-bills,The Guardian,09-03-2010,16:16:11,flood,positive,0.152905199,England,Yorkshire,53.9825271,-1.38525
Back to nature: RSPB to run Pitsea landfill site,https://www.theguardian.com/environment/2010/may/04/pitsea-landfill-rspb-nature-reserve,The Guardian,04-05-2010,06:05:00,flood,positive,0.236127509,England,Blackpool,53.8179442,-3.0509812
The decline of the eel,https://www.theguardian.com/environment/2010/oct/27/the-decline-of-the-eel,The Guardian,27-10-2010,07:00:05,flood,negative,0.043994721,England,Coventry,52.4081812,-1.510477
Canc√∫n climate change summit: The deal as it happened,https://www.theguardian.com/environment/blog/2010/dec/11/cancun-climate-change-conference-2010-global-climate-talks,The Guardian,11-12-2010,10:45:38,flood,positive,0.038535645,England,Suffolk,52.2410014,1.0465716
"UK relies on 'virtual' water from drought-prone countries, says report",https://www.theguardian.com/environment/2010/apr/19/uk-virtual-water,The Guardian,19-04-2010,05:00:00,drought,neutral,0.595238095,England,London,51.5074,-0.1278
Thames Water opens first large-scale desalination plant in UK,https://www.theguardian.com/environment/2010/jun/02/thames-water-desalination-plant,The Guardian,02-06-2010,09:30:38,drought,positive,0.548696845,England,Brighton,50.8214626,-0.1400561
"Last six months second driest in the UK in 96 years,  say scientists",https://www.theguardian.com/environment/2010/jul/14/uk-drought-2010,The Guardian,14-07-2010,16:39:38,drought,neutral,0.29154519,England,Liverpool,53.4071991,-2.99168
"Rising temperatures reducing ability of plants to absorb carbon, study warns",https://www.theguardian.com/environment/2010/aug/19/rising-temperatures-plants-carbon,The Guardian,19-08-2010,18:19:00,drought,positive,0.865800866,England,London,51.5074,-0.1278
Canc√∫n climate change conference: 2010 to rank in top three hottest years,https://www.theguardian.com/environment/2010/dec/02/cancun-climate-change-conference-2010-hot,The Guardian,02-12-2010,17:06:50,drought,neutral,0.376411543,Scotland,Scotland,56.7861112,-4.1140518
"Climate change calculations put millions at risk, says new report",https://www.theguardian.com/environment/2010/dec/15/climate-change-gamble-emissions-cuts,The Guardian,15-12-2010,13:17:21,drought,positive,0.18018018,England,reading,51.4514953,-0.9836342
"Green light: Nagoya summit, food prices and new species in the Amazon",https://www.theguardian.com/environment/2010/oct/27/1,The Guardian,27-10-2010,10:25:29,drought,positive,0.323624595,England,London,51.5074,-0.1278
Country diary: New Forest,https://www.theguardian.com/environment/2010/apr/10/country-diary-new-forest,The Guardian,09-04-2010,23:05:19,drought,neutral,0.343642612,England,London,51.5074,-0.1278
British pressure for GM crops unwelcome in Europe,https://www.theguardian.com/environment/cif-green/2010/jul/12/british-pressure-gm-crops-unwelcome-europe,The Guardian,12-07-2010,19:10:10,drought,positive,0.114810563,England,London,51.5074,-0.1278
UN calls special meeting to address food shortages amid predictions of riots,https://www.theguardian.com/business/2010/sep/05/commodities-food-drink-industry,The Guardian,04-09-2010,23:06:44,drought,negative,0.21141649,England,London,51.5074,-0.1278
Hosepipe ban looms for north-west England,https://www.theguardian.com/uk/2010/jul/07/north-west-hosepipe-ban,The Guardian,07-07-2010,10:40:00,drought,positive,0.548696845,England,Liverpool,53.4071991,-2.99168
Pepsi takes fight with Coca-Cola into potato fields,https://www.theguardian.com/environment/2010/oct/19/pepsi-coca-cola-walkers-potatoes,The Guardian,19-10-2010,04:59:00,drought,positive,0.240963855,England,London,51.5074,-0.1278
Scottish national park chief raises prospect of water exports,https://www.theguardian.com/environment/2010/jun/01/scotland-water-export-drought,The Guardian,01-06-2010,13:06:46,drought,positive,0.434153401,Scotland,Edinburgh,55.9533456,-3.1883749
US embassy cables: US lobbied Rajendra Pachauri to help them block appointment of Iranian scientist,https://www.theguardian.com/world/us-embassy-cables-documents/168194,The Guardian,06-12-2010,16:59:45,drought,positive,0.023310023,Wales,Bath,51.3813864,-2.3596963
C4's What the Green Movement Got Wrong: environmentalists respond,https://www.theguardian.com/environment/blog/2010/nov/04/c4-what-green-movement-wrong,The Guardian,05-11-2010,09:28:19,drought,positive,0.100704935,England,Leeds,53.7974185,-1.5437941
Environment secretary Caroline Spelman backs GM crops,https://www.theguardian.com/environment/2010/jun/04/gm-crops-caroline-spelman,The Guardian,04-06-2010,14:04:32,drought,negative,0.123304562,England,London,51.5074456,-0.1277653
Butterflies: out of the blue,https://www.theguardian.com/environment/2010/jul/18/large-blue-butterflies-conservation,The Guardian,18-07-2010,20:00:23,drought,neutral,0.120264582,England,Devon,50.7241405,-3.6607788
What's the best way to save water during a hosepipe ban? | Leo Hickman,https://www.theguardian.com/environment/2010/jun/28/hosepipe-ban-water-saving-garden,The Guardian,02-07-2010,15:11:00,drought,positive,0.099700897,Wales,bath,51.3813864,-2.3596963
Nearly half of Americans believe climate change threat is exaggerated,https://www.theguardian.com/environment/2010/mar/11/americans-climate-change-threat,The Guardian,11-03-2010,18:23:51,drought,positive,0.20661157,England,London,51.5074,-0.1278
10 sustainable foods for your shopping basket,https://www.theguardian.com/environment/2010/sep/19/10-best-sustainable-foods,The Guardian,18-09-2010,23:05:04,drought,positive,0.068965517,England,Kent,51.2070748,0.7210362
Climate scientists in race to predict where natural disaster will strike next,https://www.theguardian.com/environment/2010/aug/15/climate-change-predict-next-disaster,The Guardian,14-08-2010,23:06:24,heatwave,negative,0.412087912,England,Oxford,51.7520131,-1.2578499
Global food crisis forecast as prices reach record highs,https://www.theguardian.com/environment/2010/oct/25/impending-global-food-crisis,The Guardian,25-10-2010,14:26:00,heatwave,negative,0.109170306,England,London,51.5074456,-0.1277653
2010: The environment year in review,https://www.theguardian.com/environment/blog/2010/dec/27/2010-environment-year-review,The Guardian,27-12-2010,08:00:01,heatwave,negative,0.076161462,England,Brighton,50.8214626,-0.1400561
Friends of the Earth urges end to 'land grab' for biofuels,https://www.theguardian.com/environment/2010/aug/30/biofuels-land-grab-friends-of-the-earth,The Guardian,29-08-2010,23:05:58,heatwave,neutral,0.110864745,England,London,51.5074,-0.1278
